manufacturer,model_year,body_type,transmission_type,fuel_type,total_kms,total_owners,price,insurance_type,mileage(kmpl),engine(CC),torque(nm),seats,number_of_cylinders,valves_per_cylinder,super_charger,turbo_charger,drive_type,steering_type,cargo_volume,location
Nissan,2012,Sedan,Manual,Petrol,70000,1,250000.0,Third Party insurance,16.95,1498.0,134.0,5.0,4,4,No,No,FWD,Power,490.0,Delhi
Hyundai,2015,Hatchback,Manual,Diesel,136288,1,425000.0,Not Available,22.54,1396.0,219.7,5.0,4,4,No,Yes,FWD,Power,295.0,Delhi
Hyundai,2015,Hatchback,Manual,Petrol,48000,1,425000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Hyundai,2019,Hatchback,Manual,Petrol,49707,1,523000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Honda,2012,Hatchback,Manual,Petrol,59443,1,240000.0,Comprehensive,19.4,1198.0,109.0,5.0,4,4,No,No,FWD,Power,175.0,Delhi
Maruti,2022,Sedan,Manual,Cng,30000,1,754000.0,Third Party insurance,31.12,1197.0,98.5,5.0,4,4,No,No,FWD,Electronic,175.0,Delhi
Jeep,2017,SUV,Automatic,Petrol,52000,1,1285000.0,Comprehensive,16.0,1368.0,250.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,408.0,Delhi
Mahindra,2019,SUV,Automatic,Diesel,40398,1,1317000.0,Zero Dep,15.1,2179.0,360.0,7.0,4,4,No,Yes,FWD,Power,408.0,Delhi
Jeep,2019,SUV,Manual,Petrol,50000,1,1465000.0,Third Party insurance,16.0,1368.0,250.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,408.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,84181,2,491000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Delhi
Mahindra,2018,Hatchback,Manual,Petrol,10000,1,550000.0,Third Party insurance,18.15,1198.0,115.0,6.0,3,4,No,No,FWD,Power,243.0,Delhi
Maruti,2018,Hatchback,Manual,Diesel,66434,1,618000.0,Third Party insurance,28.4,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,268.0,Delhi
Ford,2018,SUV,Automatic,Petrol,40000,1,775000.0,Third Party insurance,14.8,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Delhi
Maruti,2007,Hatchback,Manual,Petrol,100000,1,775000.0,Third Party insurance,18.9,1061.0,84.0,5.0,3,4,No,No,FWD,Power,352.0,Delhi
Ford,2018,SUV,Automatic,Petrol,40000,1,775000.0,Third Party insurance,14.8,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Delhi
Tata,2013,SUV,Manual,Diesel,100000,1,400000.0,Third Party insurance,14.0,2179.0,320.0,7.0,4,4,No,Yes,FWD,Power,352.0,Delhi
Toyota,2018,SUV,Automatic,Diesel,51800,1,3350000.0,Comprehensive,15.04,2755.0,450.0,7.0,4,4,No,Yes,4WD,Power,352.0,Delhi
Honda,2010,Sedan,Manual,Petrol,100000,5,200000.0,Third Party insurance,14.8,1799.0,171.6,5.0,4,4,No,No,FWD,Power,405.0,Delhi
Honda,2010,Sedan,Manual,Petrol,100000,5,200000.0,Third Party insurance,14.8,1799.0,171.6,5.0,4,4,No,No,FWD,Power,405.0,Delhi
Hyundai,2019,Hatchback,Manual,Petrol,70000,2,510000.0,Third Party insurance,18.6,1197.0,117.0,5.0,4,4,No,No,FWD,Power,285.0,Delhi
Audi,2013,SUV,Automatic,Diesel,87000,1,870000.0,Third Party insurance,15.73,1968.0,380.0,5.0,4,4,No,Yes,All Wheel Drive,Power,460.0,Delhi
Maruti,2021,MUV,Manual,Petrol,7000,1,1100000.0,Third Party insurance,19.01,1462.0,138.0,6.0,4,4,No,Yes,FWD,Power,209.0,Delhi
Maruti,2017,Hatchback,Automatic,Diesel,60000,2,445000.0,Third Party insurance,26.8,1248.0,190.0,5.0,4,4,No,Yes,FWD,Electronic,260.0,Delhi
Ford,2015,SUV,Automatic,Petrol,88710,1,547000.0,Zero Dep,16.5,1499.0,140.0,5.0,4,4,No,No,FWD,Power,346.0,Delhi
Maruti,2019,Hatchback,Manual,Petrol,47644,1,626000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Mahindra,2017,SUV,Manual,Diesel,40000,1,1200000.0,Third Party insurance,16.0,2179.0,330.0,7.0,4,4,No,Yes,All Wheel Drive,Power,720.0,Delhi
Maruti,2016,Hatchback,Manual,Petrol,100505,1,445000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Hyundai,2015,Hatchback,Manual,Petrol,106648,1,458000.0,Third Party insurance,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Delhi
Hyundai,2014,Hatchback,Manual,Cng,60000,2,205000.0,Third Party insurance,11.88,1086.0,96.1,5.0,3,4,No,No,FWD,Power,218.0,Delhi
Maruti,2019,Hatchback,Manual,Cng,53481,1,507000.0,Comprehensive,33.54,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Delhi
Maruti,2012,Hatchback,Manual,Petrol,40000,2,240000.0,Third Party insurance,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Delhi
Maruti,2019,Hatchback,Manual,Petrol,25050,1,713000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Mahindra,2016,SUV,Manual,Diesel,77000,1,890000.0,Third Party insurance,16.0,1997.0,320.0,7.0,4,4,No,Yes,FWD,Power,720.0,Delhi
Maruti,2006,Hatchback,Manual,Petrol,120000,4,135000.0,Third Party insurance,16.1,1298.0,11.5,5.0,4,4,No,No,FWD,Power,232.0,Delhi
Honda,2014,Sedan,Manual,Petrol,58000,1,390000.0,Comprehensive,18.0,1198.0,109.0,5.0,4,4,No,No,FWD,Power,400.0,Delhi
Honda,2014,Sedan,Manual,Petrol,96000,1,575000.0,Comprehensive,17.8,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Maruti,2019,Hatchback,Manual,Cng,51000,1,400000.0,Comprehensive,31.79,998.0,78.0,5.0,3,4,No,No,FWD,Power,235.0,Delhi
Honda,2015,Hatchback,Manual,Diesel,70000,1,350000.0,Third Party insurance,27.3,1498.0,200.0,5.0,4,4,No,Yes,FWD,Power,354.0,Delhi
Hyundai,2022,SUV,Automatic,Diesel,27000,1,2050000.0,Comprehensive,18.1,1498.0,250.0,7.0,4,4,No,Yes,FWD,Power,354.0,Delhi
Tata,2020,SUV,Manual,Petrol,32456,1,825000.0,Comprehensive,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Delhi
Mahindra,2021,SUV,Automatic,Diesel,15000,1,1650000.0,Comprehensive,17.33,2184.0,300.0,4.0,4,4,No,Yes,4WD,Power,350.0,Delhi
Hyundai,2021,Sedan,Manual,Petrol,34940,1,950000.0,Comprehensive,17.7,1497.0,143.8,5.0,4,4,No,No,4WD,Electronic,350.0,Delhi
Hyundai,2016,Sedan,Manual,Diesel,70000,3,500000.0,Third Party insurance,23.9,1582.0,259.9,5.0,4,4,No,Yes,FWD,Power,465.0,Delhi
Maruti,2019,Hatchback,Manual,Petrol,73679,1,608000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,32722,2,423000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Volkswagen,2018,Hatchback,Automatic,Petrol,70000,2,800000.0,Third Party insurance,17.21,1197.0,175.0,5.0,4,4,No,Yes,FWD,Power,280.0,Delhi
Hyundai,2019,Sedan,Manual,Petrol,59059,1,922000.0,Zero Dep,17.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,480.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,34332,2,433000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Ford,2018,SUV,Manual,Diesel,72194,1,525000.0,Third Party insurance,21.7,1498.0,215.0,5.0,4,4,No,Yes,FWD,Electronic,352.0,Delhi
Maruti,2017,Hatchback,Manual,Petrol,56740,1,526000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Mahindra,2019,SUV,Manual,Diesel,72490,1,655000.0,Third Party insurance,18.49,1493.0,240.0,7.0,3,2,No,Yes,RWD,Power,384.0,Delhi
Hyundai,2018,Hatchback,Manual,Petrol,35828,1,459000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Audi,2015,SUV,Automatic,Diesel,57088,1,1450000.0,Third Party insurance,15.73,1968.0,380.0,5.0,4,4,No,Yes,All Wheel Drive,Power,460.0,Delhi
Toyota,2020,Sedan,Automatic,Petrol,70382,1,865000.0,Third Party insurance,17.8,1496.0,140.0,5.0,4,4,No,No,FWD,Power,476.0,Delhi
Maruti,2022,Hatchback,Manual,Petrol,20000,1,550000.0,Third Party insurance,20.89,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,260.0,Delhi
Hyundai,2018,Sedan,Automatic,Diesel,17000,1,1125000.0,Third Party insurance,22.0,1582.0,259.87,5.0,4,4,No,Yes,FWD,Power,480.0,Delhi
MG,2020,SUV,Automatic,Petrol,30000,1,1500000.0,Third Party insurance,13.96,1451.0,250.0,5.0,4,4,No,Yes,FWD,Power,587.0,Delhi
Honda,2012,Hatchback,Manual,Petrol,70000,1,261000.0,Third Party insurance,16.7,1198.0,110.0,5.0,4,4,No,No,FWD,Power,587.0,Delhi
Maruti,2019,MUV,Automatic,Petrol,65202,1,950000.0,Third Party insurance,18.69,1462.0,138.0,7.0,4,4,No,No,Two Wheel Drive,Power,209.0,Delhi
Maruti,2013,MUV,Manual,Petrol,72000,1,485000.0,Third Party insurance,16.02,1373.0,130.0,7.0,4,4,No,No,FWD,Power,135.0,Delhi
Maruti,2021,Hatchback,Manual,Cng,45313,1,510000.0,Not Available,32.52,998.0,78.0,5.0,3,4,No,No,FWD,Power,341.0,Delhi
Mercedes-Benz,2015,Sedan,Automatic,Diesel,40000,1,2500000.0,Third Party insurance,19.27,2143.0,400.0,5.0,4,4,No,Yes,RWD,Power,480.0,Delhi
Mahindra,2014,SUV,Manual,Diesel,120000,1,664000.0,Third Party insurance,15.1,2179.0,330.0,7.0,4,4,No,Yes,FWD,Power,480.0,Delhi
Maruti,2014,Hatchback,Manual,Petrol,54235,2,284000.0,Third Party insurance,18.5,1197.0,114.0,5.0,4,4,No,No,FWD,Power,236.0,Delhi
Maruti,2018,Hatchback,Automatic,Petrol,52777,1,520000.0,Zero Dep,20.89,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,260.0,Delhi
Hyundai,2018,Hatchback,Manual,Petrol,26000,1,590000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Delhi
Skoda,2018,Sedan,Manual,Petrol,77937,1,655000.0,Third Party insurance,15.41,1598.0,153.0,5.0,4,4,No,No,FWD,Power,460.0,Delhi
Tata,2021,Sedan,Manual,Petrol,40663,1,699000.0,Zero Dep,19.28,1199.0,113.0,5.0,3,4,No,No,FWD,Electronic,419.0,Delhi
Hyundai,2015,Hatchback,Manual,Petrol,40000,1,395000.0,Comprehensive,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Toyota,2011,Sedan,Manual,Petrol,115500,1,217000.0,Comprehensive,17.6,1496.0,132.0,5.0,4,4,No,No,FWD,Power,595.0,Delhi
Skoda,2015,Sedan,Automatic,Petrol,67000,1,940000.0,Comprehensive,13.7,1798.0,250.0,5.0,4,4,No,Yes,FWD,Power,565.0,Delhi
Hyundai,2016,SUV,Manual,Petrol,16312,1,887000.0,Third Party insurance,13.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Delhi
Maruti,2016,Sedan,Manual,Petrol,60000,2,480000.0,Third Party insurance,20.85,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Delhi
Honda,2014,MUV,Manual,Petrol,90000,1,425000.0,Third Party insurance,17.3,1497.0,145.0,7.0,4,4,No,No,FWD,Power,223.0,Delhi
Hyundai,2018,Hatchback,Manual,Cng,67000,1,495000.0,Comprehensive,18.9,1197.0,98.0,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Maruti,2015,Sedan,Manual,Petrol,80000,2,550000.0,Third Party insurance,20.73,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Hyundai,2011,Hatchback,Manual,Petrol,60000,1,137000.0,Third Party insurance,19.81,1086.0,99.04,5.0,4,3,No,No,FWD,Power,225.0,Delhi
Honda,2015,Sedan,Automatic,Petrol,34253,1,565000.0,Comprehensive,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Kia,2019,SUV,Automatic,Petrol,27000,1,1290000.0,Comprehensive,16.8,1497.0,144.0,5.0,4,4,No,No,Two Wheel Drive,Electronic,433.0,Delhi
Maruti,2017,Hatchback,Automatic,Petrol,64000,2,355000.0,Comprehensive,23.1,998.0,90.0,5.0,3,4,No,No,FWD,Power,235.0,Delhi
Hyundai,2015,Sedan,Manual,Petrol,67827,1,386000.0,Third Party insurance,19.1,1197.0,114.0,5.0,4,4,No,No,Front Wheel Drive,Power,407.0,Delhi
Maruti,2018,Hatchback,Manual,Petrol,79094,1,514000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Hyundai,2012,Sedan,Manual,Petrol,64589,2,325000.0,Third Party insurance,17.01,1591.0,154.9,5.0,4,4,No,No,FWD,Power,465.0,Delhi
Hyundai,2015,Hatchback,Manual,Petrol,88309,1,508000.0,Comprehensive,17.19,1197.0,114.73,5.0,4,4,No,No,FWD,Power,285.0,Delhi
Maruti,2018,Hatchback,Manual,Petrol,66688,2,567000.0,Comprehensive,22.38,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Delhi
Maruti,2022,Hatchback,Manual,Petrol,20000,1,670000.0,Third Party insurance,21.01,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,339.0,Delhi
Maruti,2018,Sedan,Automatic,Petrol,60653,1,760000.0,Third Party insurance,20.28,1462.0,138.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Kia,2022,MUV,Automatic,Diesel,70000,1,3350000.0,Third Party insurance,14.11,2199.0,440.0,7.0,4,4,No,Yes,Two Wheel Drive,Power,540.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,86527,1,398000.0,Zero Dep,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Honda,2017,Sedan,Manual,Petrol,67000,1,485000.0,Comprehensive,19.5,1199.0,110.0,5.0,4,4,No,No,FWD,Power,420.0,Delhi
Honda,2009,Hatchback,Manual,Petrol,70000,3,135000.0,Third Party insurance,16.0,1198.0,110.0,5.0,4,4,No,No,FWD,Power,420.0,Delhi
Ford,2013,SUV,Automatic,Petrol,70000,3,300000.0,Third Party insurance,16.5,1499.0,140.0,5.0,4,4,No,No,FWD,Power,346.0,Delhi
Honda,2018,Sedan,Manual,Petrol,70311,1,525000.0,Third Party insurance,18.6,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Delhi
Tata,2016,Hatchback,Manual,Petrol,54000,1,375000.0,Comprehensive,23.84,1199.0,114.0,5.0,3,4,No,No,FWD,Power,242.0,Delhi
Honda,2009,Sedan,Manual,Petrol,80000,3,130000.0,Third Party insurance,17.0,1497.0,146.0,5.0,4,4,No,No,FWD,Power,506.0,Delhi
Honda,2017,SUV,Manual,Diesel,52000,1,595000.0,Third Party insurance,25.5,1498.0,200.0,5.0,4,4,No,Yes,FWD,Electronic,363.0,Delhi
Maruti,2010,Hatchback,Manual,Petrol,20000,1,200000.0,Third Party insurance,18.9,1061.0,84.0,5.0,3,4,No,No,FWD,Power,363.0,Delhi
Hyundai,2019,Hatchback,Manual,Diesel,80000,1,531000.0,Third Party insurance,22.54,1396.0,219.66,5.0,4,4,No,Yes,FWD,Power,285.0,Delhi
Maruti,2009,Hatchback,Manual,Petrol,110000,3,150000.0,Third Party insurance,18.9,1061.0,84.0,5.0,3,4,No,No,FWD,Power,285.0,Delhi
Mahindra,2021,SUV,Automatic,Diesel,15000,1,1625000.0,Comprehensive,18.9,2184.0,300.0,4.0,4,4,No,Yes,4WD,Power,285.0,Delhi
Maruti,2019,Hatchback,Manual,Cng,69821,1,503000.0,Zero Dep,33.54,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Delhi
Tata,2021,Hatchback,Manual,Petrol,12754,1,862000.0,Zero Dep,18.05,1199.0,140.0,5.0,3,4,No,Yes,FWD,Electronic,345.0,Delhi
Toyota,2017,Sedan,Manual,Petrol,69000,1,880000.0,Third Party insurance,14.28,1798.0,173.0,5.0,4,4,No,No,FWD,Power,470.0,Delhi
Maruti,2014,Hatchback,Manual,Petrol,98390,1,272000.0,Third Party insurance,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Delhi
Maruti,2016,Sedan,Automatic,Petrol,84195,1,627000.0,Third Party insurance,19.12,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Mercedes-Benz,2018,Sedan,Automatic,Petrol,17000,1,2850000.0,Third Party insurance,15.04,1991.0,300.0,5.0,4,4,No,Yes,FWD,Power,470.0,Delhi
Maruti,2017,Hatchback,Manual,Petrol,77184,1,428000.0,Comprehensive,20.89,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,260.0,Delhi
Tata,2012,Sedan,Manual,Petrol,40000,1,175000.0,Third Party insurance,13.7,1368.0,116.0,5.0,4,4,No,No,FWD,Power,460.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,82848,1,414000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Tata,2019,Hatchback,Automatic,Petrol,30000,1,510000.0,Third Party insurance,23.84,1199.0,114.0,5.0,3,4,No,No,FWD,Power,242.0,Delhi
Honda,2016,Hatchback,Manual,Petrol,50000,1,550000.0,Third Party insurance,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Delhi
Toyota,2022,MUV,Automatic,Diesel,40000,1,2341000.0,Third Party insurance,12.0,2393.0,360.0,7.0,4,4,No,Yes,RWD,Power,300.0,Delhi
Maruti,2013,Hatchback,Manual,Petrol,70000,1,170000.0,Third Party insurance,20.92,998.0,90.0,5.0,3,4,No,No,FWD,Power,300.0,Delhi
Maruti,2017,Hatchback,Manual,Petrol,47688,1,450000.0,Comprehensive,21.01,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,339.0,Delhi
Toyota,2009,Sedan,Manual,Petrol,100000,3,110000.0,Third Party insurance,14.53,1798.0,173.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Nissan,2014,Hatchback,Manual,Diesel,90000,2,200000.0,Third Party insurance,23.08,1461.0,160.0,5.0,4,2,No,Yes,FWD,Power,251.0,Delhi
Maruti,2006,Hatchback,Manual,Petrol,40000,1,200000.0,Third Party insurance,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,251.0,Delhi
Mahindra,2018,Hatchback,Manual,Petrol,40000,2,350000.0,Third Party insurance,18.15,1198.0,115.0,6.0,3,4,No,No,FWD,Power,243.0,Delhi
Renault,2016,SUV,Manual,Diesel,50000,1,410000.0,Third Party insurance,19.87,1461.0,200.0,5.0,4,4,No,Yes,FWD,Power,475.0,Delhi
Toyota,2012,Sedan,Manual,Petrol,30000,2,500000.0,Third Party insurance,14.53,1798.0,173.0,5.0,4,4,No,No,FWD,Power,475.0,Delhi
Maruti,2018,Hatchback,Automatic,Petrol,106711,2,543000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,83741,1,514000.0,Zero Dep,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Delhi
Audi,2014,SUV,Automatic,Diesel,50000,1,1150000.0,Third Party insurance,14.16,1968.0,380.0,5.0,4,4,No,Yes,All Wheel Drive,Power,540.0,Delhi
Volkswagen,2018,Sedan,Manual,Diesel,105792,1,747000.0,Comprehensive,22.27,1498.0,250.0,5.0,4,4,No,Yes,FWD,Power,494.0,Delhi
Maruti,2019,Hatchback,Manual,Petrol,88750,1,593000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Mahindra,2014,SUV,Manual,Diesel,70000,1,900000.0,Third Party insurance,15.1,2179.0,330.0,7.0,4,4,No,Yes,All Wheel Drive,Power,339.0,Delhi
Hyundai,2018,Hatchback,Manual,Petrol,89972,1,539000.0,Comprehensive,17.19,1197.0,114.73,5.0,4,4,No,No,FWD,Power,285.0,Delhi
Volkswagen,2014,Sedan,Manual,Petrol,50000,1,335000.0,Third Party insurance,15.04,1598.0,153.0,5.0,4,4,No,No,FWD,Power,480.0,Delhi
Honda,2019,Hatchback,Manual,Petrol,36785,2,594000.0,Comprehensive,18.2,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Delhi
Hyundai,2019,Sedan,Manual,Petrol,48000,1,910000.0,Third Party insurance,19.1,1368.0,132.38,5.0,4,4,No,No,FWD,Power,480.0,Delhi
Mahindra,2021,SUV,Manual,Petrol,20000,1,1925000.0,Comprehensive,19.1,1999.0,380.0,7.0,4,4,No,Yes,FWD,Power,480.0,Delhi
Mercedes-Benz,2023,Sedan,Automatic,Petrol,7000,1,6000000.0,Comprehensive,16.9,1496.0,300.0,5.0,4,4,No,Yes,FWD,Power,540.0,Delhi
Renault,2021,MUV,Automatic,Petrol,50000,1,760000.0,Third Party insurance,18.2,999.0,96.0,7.0,3,4,No,Yes,FWD,Electronic,84.0,Delhi
Maruti,2016,SUV,Manual,Diesel,40000,1,490000.0,Third Party insurance,24.3,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,328.0,Delhi
Hyundai,2017,Hatchback,Manual,Petrol,59000,1,521000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Delhi
Jeep,2019,SUV,Automatic,Petrol,70000,1,1400000.0,Third Party insurance,16.0,1368.0,250.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,408.0,Delhi
Kia,2019,SUV,Manual,Diesel,110000,1,900000.0,Third Party insurance,20.8,1493.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Delhi
Mahindra,2015,SUV,Manual,Diesel,100000,1,950000.0,Third Party insurance,15.4,2179.0,280.0,7.0,4,4,No,Yes,RWD,Power,460.0,Delhi
Mercedes-Benz,2017,SUV,Automatic,Diesel,30000,2,5500000.0,Comprehensive,11.0,2987.0,620.0,7.0,6,4,No,Yes,All Wheel Drive,Power,680.0,Delhi
Skoda,2020,Sedan,Manual,Petrol,48000,1,765000.0,Third Party insurance,18.97,999.0,175.0,5.0,3,4,No,Yes,FWD,Power,460.0,Delhi
Hyundai,2017,Sedan,Manual,Petrol,22424,1,555000.0,Zero Dep,20.14,1197.0,113.75,5.0,4,4,No,No,FWD,Power,407.0,Delhi
Hyundai,2017,Sedan,Manual,Petrol,58147,1,477000.0,Third Party insurance,20.14,1197.0,113.75,5.0,4,4,No,No,FWD,Power,407.0,Delhi
Hyundai,2015,Hatchback,Manual,Petrol,67000,1,341000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Delhi
Maruti,2019,Hatchback,Automatic,Petrol,112479,1,476000.0,Zero Dep,23.1,998.0,90.0,5.0,3,4,No,No,FWD,Power,235.0,Delhi
Maruti,2018,Sedan,Automatic,Petrol,25494,1,611000.0,Zero Dep,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Power,378.0,Delhi
Hyundai,2016,SUV,Automatic,Diesel,78000,2,790000.0,Comprehensive,17.01,1582.0,259.9,5.0,4,4,No,Yes,FWD,Power,400.0,Delhi
Hyundai,2016,Hatchback,Manual,Petrol,51276,2,513000.0,Third Party insurance,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Delhi
Hyundai,2017,SUV,Manual,Diesel,85000,1,825000.0,Comprehensive,19.67,1582.0,259.9,5.0,4,4,No,Yes,FWD,Power,400.0,Delhi
Honda,2018,Hatchback,Manual,Petrol,75402,2,584000.0,Third Party insurance,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Delhi
Toyota,2014,Sedan,Manual,Petrol,109000,1,665000.0,Third Party insurance,14.28,1798.0,173.0,5.0,4,4,No,No,FWD,Power,470.0,Delhi
BMW,2021,Sedan,Automatic,Petrol,14500,1,6350000.0,Comprehensive,15.01,1998.0,350.0,5.0,4,4,No,Yes,RWD,Power,520.0,Delhi
Audi,2017,SUV,Automatic,Diesel,76000,2,4600000.0,Comprehensive,14.75,2967.0,600.0,7.0,4,4,No,Yes,All Wheel Drive,Power,890.0,Delhi
Honda,2017,Sedan,Manual,Petrol,34000,1,475000.0,Third Party insurance,17.8,1198.0,109.0,5.0,4,4,No,No,FWD,Power,400.0,Delhi
Hyundai,2015,Sedan,Manual,Petrol,80000,2,330000.0,Third Party insurance,19.1,1197.0,114.0,5.0,4,4,No,No,Front Wheel Drive,Power,407.0,Delhi
Honda,2018,Sedan,Automatic,Diesel,60000,1,635000.0,Third Party insurance,23.8,1498.0,160.0,5.0,4,4,No,Yes,FWD,Power,420.0,Delhi
Nissan,2014,SUV,Manual,Diesel,60000,1,399000.0,Third Party insurance,19.01,1461.0,248.0,5.0,4,4,No,Yes,FWD,Power,475.0,Delhi
Maruti,2014,Sedan,Manual,Petrol,59000,2,420000.0,Third Party insurance,19.1,1197.0,114.0,5.0,4,4,No,No,FWD,Power,320.0,Delhi
Ford,2016,SUV,Manual,Diesel,99000,1,460000.0,Comprehensive,21.7,1498.0,215.0,5.0,4,4,No,Yes,FWD,Electronic,352.0,Delhi
Jeep,2021,SUV,Automatic,Petrol,17000,1,2375000.0,Third Party insurance,14.1,1368.0,250.0,5.0,4,4,No,Yes,4x2,Power,352.0,Delhi
Maruti,2018,Sedan,Manual,Petrol,79982,1,720000.0,Third Party insurance,21.56,1462.0,138.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Honda,2017,Sedan,Automatic,Petrol,67047,1,846000.0,Zero Dep,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Delhi
Volkswagen,2012,Sedan,Manual,Diesel,50000,1,500000.0,Third Party insurance,19.33,1968.0,320.0,5.0,4,4,No,Yes,FWD,Power,510.0,Delhi
Maruti,2017,Hatchback,Manual,Petrol,85782,1,471000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Maruti,2016,Hatchback,Manual,Petrol,99547,1,446000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Delhi
Renault,2018,Hatchback,Automatic,Petrol,30000,1,365000.0,Comprehensive,24.04,999.0,91.0,5.0,3,4,No,No,FWD,Power,300.0,Delhi
Maruti,2017,Hatchback,Manual,Petrol,69455,1,354000.0,Zero Dep,25.24,998.0,89.0,5.0,3,4,No,No,FWD,Electronic,313.0,Delhi
Volkswagen,2022,SUV,Automatic,Petrol,14000,1,1650000.0,Comprehensive,17.88,1498.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,385.0,Delhi
Ford,2019,SUV,Automatic,Petrol,40738,1,878000.0,Zero Dep,14.8,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Delhi
